HScode,hasEstimatedGain,tariffRate,BCgain,ABgain,SKgain,MBgain,ROCgain,CAgain,JPgain,MLgain,MXgain,NZgain,CNgain,EUgain,USgain,BCgainPercent,ABgainPercent,SKgainPercent,MBgainPercent,CAgainPercent,ROCgainPercent,initialTariffRate,description
843050,,,,,,,,,,,,,,,,,,,,,,,"Machinery; for handling earth, minerals or ores, self-propelled, n.e.c. in heading no. 8430"
270210,,,,,,,,,,,,,,,,,,,,,,,"Lignite; whether or not pulverised, but not agglomerated, excluding jet"
841350,,,,,,,,,,,,,,,,,,,,,,,"Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids"
940171,,,,,,,,,,,,,,,,,,,,,,,"Seats; with metal frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)"
847141,,,,,,,,,,,,,,,,,,,,,,,"Automatic data processing machines; comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined, n.e.c. in item no. 8471.30"
210220,,,,,,,,,,,,,,,,,,,,,,,"Yeasts; inactive, other single-cell micro-organisms, dead"
940340,,,,,,,,,,,,,,,,,,,,,,,"Furniture; wooden, for kitchen use"
300220,,,,,,,,,,,,,,,,,,,,,,,Vaccines; for human medicine
420291,,,,,,,,,,,,,,,,,,,,,,,"Cases and containers; n.e.c. in heading 4202, with outer surface of leather or of composition leather"
810820,,,,,,,,,,,,,,,,,,,,,,,"Titanium; unwrought, powders"
392099,,,,,,,,,,,,,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
320820,,,,,,,,,,,,,,,,,,,,,,,"Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium"
840910,,,,,,,,,,,,,,,,,,,,,,,Engines; parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines)
902620,,,,,,,,,,,,,,,,,,,,,,,Instruments and apparatus; for measuring or checking pressure
851150,,,,,,,,,,,,,,,,,,,,,,,"Ignition or starting equipment; generators n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines"
392390,,,,,,,,,,,,,,,,,,,,,,,Plastics; articles for the conveyance or packing of goods n.e.c. in heading no. 3923
841319,,,,,,,,,,,,,,,,,,,,,,,"Pumps; for liquids, fitted or designed to be fitted with a measuring device, other than pumps for dispensing fuel or lubricants"
180631,,,,,,,,,,,,,,,,,,,,,,,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less"
282300,,,,,,,,,,,,,,,,,,,,,,,Titanium oxides
847981,,,,,,,,,,,,,,,,,,,,,,,"Machines and mechanical appliances; for treating metal, including electric wire coil-winders"
842490,,,,,,,,,,,,,,,,,,,,,,,"Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated"
100830,,,,,,,,,,,,,,,,,,,,,,,Cereals; canary seeds
160419,,,,,,,,,,,,,,,,,,,,,,,"Fish preparations; fish prepared or preserved, whole or in pieces (but not minced), n.e.c. in heading no. 1604"
903039,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, with a recording device (excluding multimeters)"
701939,,,,,,,,,,,,,,,,,,,,,,,"Glass fibres; webs, mattresses, boards and similar non-woven products excluding mats and thin sheets"
841989,,,,,,,,,,,,,,,,,,,,,,,"Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food"
920992,,,,,,,,,,,,,,,,,,,,,,,Musical instruments; parts and accessories for string musical instruments other than keyboard instruments
848041,,,,,,,,,,,,,,,,,,,,,,,"Moulds; for metal or metal carbides, injection or compression types"
903033,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)"
401693,,,,,,,,,,,,,,,,,,,,,,,"Rubber; vulcanised (other than hard rubber), gaskets, washers and other seals, of non-cellular rubber"
381519,,,,,,,,,,,,,,,,,,,,,,,"Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with an active substance other than nickel or precious metals or their compounds, n.e.c. or included"
848690,,,,,,,,,,,,,,,,,,,,,,,Machines and apparatus of heading 8486; parts and accessories
230800,,,,,,,,,,,,,,,,,,,,,,,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included"
847690,,,,,,,,,,,,,,,,,,,,,,,Machines; parts of automatic goods-vending machines
848079,,,,,,,,,,,,,,,,,,,,,,,"Moulds; for rubber or plastics, other than injection or compression types"
841940,,,,,,,,,,,,,,,,,,,,,,,Distilling or rectifying plant; not used for domestic purposes
200990,,,,,,,,,,,,,,,,,,,,,,,"Juices; mixtures of fruits or vegetables, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
903082,,,,,,,,,,,,,,,,,,,,,,,Instruments and apparatus; for measuring or checking semiconductor wafers or devices
420100,,,,,,,,,,,,,,,,,,,,,,,"Saddlery and harness; for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any materials"
844110,,,,,,,,,,,,,,,,,,,,,,,"Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard"
901812,,,,,,,,,,,,,,,,,,,,,,,"Medical, surgical instruments and appliances; ultrasonic scanning apparatus"
392114,,,,,,,,,,,,,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip, of regenerated cellulose, cellular"
870410,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; dumpers, designed for off-highway use, for transport of goods"
871620,,,,,,,,,,,,,,,,,,,,,,,"Trailers and semi-trailers; self-loading or self-unloading, for agricultural purposes"
853990,,,,,,,,,,,,,,,,,,,,,,,Lamps; parts of the lamps of heading no. 8539
180632,,,,,,,,,,,,,,,,,,,,,,,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less"
392310,,,,,,,,,,,,,,,,,,,,,,,"Plastics; boxes, cases, crates and similar articles for the conveyance or packing of goods"
121300,,,,,,,,,,,,,,,,,,,,,,,"Cereal straw and husks; unprepared, whether or not chopped, ground, pressed or in the form of pellets"
710239,,,,,,,,,,,,,,,,,,,,,,,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set"
844399,,,,,,,,,,,,,,,,,,,,,,,"Printing machinery; parts and accessories, n.e.c. in item no. 8443.91"
843810,,,,,,,,,,,,,,,,,,,,,,,"Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products"
440326,,,,,,,,,,,,,,,,,,,,,,,"Wood; coniferous species n.e.c in headings 4403.22 or 4403.24, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm"
850161,,,,,,,,,,,,,,,,,,,,,,,"Generators; AC generators, (alternators), of an output not exceeding 75kVA"
842833,,,,,,,,,,,,,,,,,,,,,,,"Elevators and conveyors; continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31"
680530,,,,,,,,,,,,,,,,,,,,,,,"Abrasive powder or grain; natural or artificial, on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up"
291814,,,,,,,,,,,,,,,,,,,,,,,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), citric acid"
170490,,,,,,,,,,,,,,,,,,,,,,,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa"
760720,,,,,,,,,,,,,,,,,,,,,,,"Aluminium; foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm"
291819,,,,,,,,,,,,,,,,,,,,,,,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters"
842290,,,,,,,,,,,,,,,,,,,,,,,Machinery; parts of machinery of heading no. 8422
120929,,,,,,,,,,,,,,,,,,,,,,,"Seeds of forage plants; other than lucerne, clover, fescue, Kentucky blue grass, and rye grass seeds, of a kind used for sowing"
440324,,,,,,,,,,,,,,,,,,,,,,,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm"
840710,,,,,,,,,,,,,,,,,,,,,,,"Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines"
950691,,,,,,,,,,,,,,,,,,,,,,,Athletics and gymnastics equipment
440890,,,,,,,,,,,,,,,,,,,,,,,"Wood; n.e.c. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, not exceeding 6mm in thickness"
853669,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; plugs and sockets, for a voltage not exceeding 1000 volts"
292119,,,,,,,,,,,,,,,,,,,,,,,"Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.1"
853890,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537"
380991,,,,,,,,,,,,,,,,,,,,,,,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the textile industry (excluding those with a basis of amylaceous substances)"
830220,,,,,,,,,,,,,,,,,,,,,,,"Castors; with mountings, of base metal"
330690,,,,,,,,,,,,,,,,,,,,,,,Oral or dental hygiene preparations; other than dentifrices
284510,,,,,,,,,,,,,,,,,,,,,,,Heavy water (deuterium oxide)
901310,,,,,,,,,,,,,,,,,,,,,,,"Optical appliances and instruments; telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter"
841280,,,,,,,,,,,,,,,,,,,,,,,"Engines; pneumatic power engines and motors, n.e.c. in heading no. 8412"
780191,,,,,,,,,,,,,,,,,,,,,,,"Lead; unwrought, unrefined, containing by weight antimony as the principal other element"
810930,,,,,,,,,,,,,,,,,,,,,,,Zirconium; waste and scrap
830230,,,,,,,,,,,,,,,,,,,,,,,"Mountings, fittings and similar articles; for motor vehicles, of base metal"
842489,,,,,,,,,,,,,,,,,,,,,,,"Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated"
650500,,,,,,,,,,,,,,,,,,,,,,,"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed"
851580,,,,,,,,,,,,,,,,,,,,,,,"Welding machines and apparatus; n.e.c. in heading no. 8515, whether or not capable of cutting"
880220,,,,,,,,,,,,,,,,,,,,,,,Aeroplanes and other aircraft; of an unladen weight not exceeding 2000kg
281129,,,,,,,,,,,,,,,,,,,,,,,"Inorganic oxygen compounds; of non-metals, n.e.c. in item no. 2811.2"
851822,,,,,,,,,,,,,,,,,,,,,,,"Loudspeakers; multiple, mounted in the same enclosure"
871640,,,,,,,,,,,,,,,,,,,,,,,Trailers and semi-trailers; n.e.c. in item no. 8716.3
900110,,,,,,,,,,,,,,,,,,,,,,,"Optical fibres, optical fibre bundles and cables; excluding those of heading no. 8544"
293190,,,,,,,,,,,,,,,,,,,,,,,"Organo-inorganic compounds; other than tetramethyl lead, tetraethyl lead, tributyltin compounds, and other organo-phosphorus derivatives"
440794,,,,,,,,,,,,,,,,,,,,,,,"Wood; cherry (Prunus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
180620,,,,,,,,,,,,,,,,,,,,,,,"Chocolate & other food preparations containing cocoa; in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg"
940510,,,,,,,,,,,,,,,,,,,,,,,Chandeliers and other electric ceiling or wall light fittings; excluding those used for lighting public open spaces or thoroughfares
843290,,,,,,,,,,,,,,,,,,,,,,,Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds
901190,,,,,,,,,,,,,,,,,,,,,,,"Microscopes, compound optical; parts and accessories (including those for photomicrography, cinephotomicrography or microprojection)"
392410,,,,,,,,,,,,,,,,,,,,,,,Plastics; tableware and kitchenware
903010,,,,,,,,,,,,,,,,,,,,,,,Instruments and apparatus; for measuring or detecting ionising radiations
870332,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 1500 but not over 2500cc"
900850,,,,,,,,,,,,,,,,,,,,,,,"Image projectors, photographic enlargers and reducers, excluding cinematographic"
440612,,,,,,,,,,,,,,,,,,,,,,,"Wood; railway or tramway sleepers (cross-ties), not impregnated, non-coniferous"
280450,,,,,,,,,,,,,,,,,,,,,,,Boron; tellurium
251990,,,,,,,,,,,,,,,,,,,,,,,"Magnesia, fused or dead-burned (sintered); whether or not containing small quantities of other oxides added before sintering, other magnesium oxide, whether or not pure, (not natural magnesium carbonate)"
841950,,,,,,,,,,,,,,,,,,,,,,,Heat exchange units; not used for domestic purposes
731816,,,,,,,,,,,,,,,,,,,,,,,Iron or steel; threaded nuts
841939,,,,,,,,,,,,,,,,,,,,,,,"Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes"
010511,,,,,,,,,,,,,,,,,,,,,,,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g"
320910,,,,,,,,,,,,,,,,,,,,,,,"Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium"
190420,,,,,,,,,,,,,,,,,,,,,,,Food preparations; obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals
721720,,,,,,,,,,,,,,,,,,,,,,,"Iron or non-alloy steel; wire, plated or coated with zinc"
900190,,,,,,,,,,,,,,,,,,,,,,,"Optical elements; lenses n.e.c. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)"
843920,,,,,,,,,,,,,,,,,,,,,,,Machinery; for making paper or paperboard
160241,,,,,,,,,,,,,,,,,,,,,,,"Meat preparations; of swine, hams and cuts thereof, prepared or preserved (excluding homogenised preparations)"
230690,,,,,,,,,,,,,,,,,,,,,,,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306"
902519,,,,,,,,,,,,,,,,,,,,,,,"Thermometers and pyrometers; (other than liquid filled, for direct reading), not combined with other instruments"
340130,,,,,,,,,,,,,,,,,,,,,,,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap"
846791,,,,,,,,,,,,,,,,,,,,,,,"Tools; for working in the hand, parts of chain saws, with self-contained non-electric motor"
401120,,,,,,,,,,,,,,,,,,,,,,,"Rubber; new pneumatic tyres, of a kind used on buses or lorries"
830249,,,,,,,,,,,,,,,,,,,,,,,"Mountings, fittings and similar articles; suitable for other than buildings or furniture, of base metal"
570330,,,,,,,,,,,,,,,,,,,,,,,"Carpets and other textile floor coverings; tufted, of man-made textile materials (other than polyamides), whether or not made up"
920590,,,,,,,,,,,,,,,,,,,,,,,"Musical instruments; wind, other than brass, (eg. clarinet, bagpipes, pipe organs), other than fairground organs and mechanical street organs"
491199,,,,,,,,,,,,,,,,,,,,,,,Printed matter; n.e.c. in heading no. 4911
845490,,,,,,,,,,,,,,,,,,,,,,,"Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries"
200897,,,,,,,,,,,,,,,,,,,,,,,"Fruit, nuts and other edible parts of plants; mixtures (other than those of subheading no 2008.19); prepared or preserved in ways n.e.c. in headings 2007 and 2008, whether or not containing added sugar, or other sweetening matter or spirit, n.e.c."
843930,,,,,,,,,,,,,,,,,,,,,,,Machinery; for finishing paper or paperboard
293420,,,,,,,,,,,,,,,,,,,,,,,"Heterocyclic compounds; containing in the structure, a benzothiazole ring-system (whether or not hydrogenated), not further fused"
390940,,,,,,,,,,,,,,,,,,,,,,,Phenolic resins; in primary forms
870422,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes), n.e.c. in item no 8704.1"
901480,,,,,,,,,,,,,,,,,,,,,,,Navigational instruments and appliances; for navigation other than aeronautical or space navigation (excluding direction finding compasses)
842121,,,,,,,,,,,,,,,,,,,,,,,Machinery; for filtering or purifying water
842219,,,,,,,,,,,,,,,,,,,,,,,Dish washing machines; of other than household type
847410,,,,,,,,,,,,,,,,,,,,,,,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances"
920994,,,,,,,,,,,,,,,,,,,,,,,"Musical instruments; parts and accessories for the musical instruments the sound of which is produced or must be amplified electrically (e.g. organs, guitars and accordions)"
846693,,,,,,,,,,,,,,,,,,,,,,,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; n.e.c. in heading no. 8466
851531,,,,,,,,,,,,,,,,,,,,,,,"Welding machines and apparatus; for arc (including plasma arc) welding of metals, fully or partly automatic, whether or not capable of cutting"
870321,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc"
850132,,,,,,,,,,,,,,,,,,,,,,,"Electric motors and generators; DC, of an output exceeding 750W but not exceeding 75kW"
810890,,,,,,,,,,,,,,,,,,,,,,,"Titanium; other than unwrought, n.e.c. in heading no. 8108"
820559,,,,,,,,,,,,,,,,,,,,,,,"Tools, hand; other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
940130,,,,,,,,,,,,,,,,,,,,,,,"Seats; swivel with variable height adjustment, excluding medical, surgical, dental, veterinary or barber furniture"
846291,,,,,,,,,,,,,,,,,,,,,,,"Machine-tools; presses for working metal or metal carbides, n.e.c. in heading no. 8462, hydraulic presses"
790700,,,,,,,,,,,,,,,,,,,,,,,Zinc; articles n.e.c. in chapter 79
190190,,,,,,,,,,,,,,,,,,,,,,,"Food preparations; of flour, meal, starch, malt extract or milk products, for uses n.e.c. in heading no. 1901"
841290,,,,,,,,,,,,,,,,,,,,,,,"Engines; parts, for engines and motors of heading no. 8412"
843699,,,,,,,,,,,,,,,,,,,,,,,"Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436"
731815,,,,,,,,,,,,,,,,,,,,,,,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers"
870894,,,,,,,,,,,,,,,,,,,,,,,"Vehicle parts; steering wheels, steering columns and steering boxes; parts thereof"
282612,,,,,,,,,,,,,,,,,,,,,,,Fluorides; of aluminium
846729,,,,,,,,,,,,,,,,,,,,,,,"Tools; for working in the hand, with self-contained electric motor; other than saws and drills"
120923,,,,,,,,,,,,,,,,,,,,,,,"Seeds of forage plants; fescue seeds, of a kind used for sowing"
100810,,,,,,,,,,,,,,,,,,,,,,,Cereals; buckwheat
610510,,,,,,,,,,,,,,,,,,,,,,,"Shirts; men's or boys', of cotton, knitted or crocheted"
261610,,,,,,,,,,,,,,,,,,,,,,,Silver ores and concentrates
853400,,,,,,,,,,,,,,,,,,,,,,,Circuits; printed
843890,,,,,,,,,,,,,,,,,,,,,,,Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink
900490,,,,,,,,,,,,,,,,,,,,,,,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other"
291719,,,,,,,,,,,,,,,,,,,,,,,Acids; acyclic polycarboxylic acids; n.e.c. in item no. 2917.1
830210,,,,,,,,,,,,,,,,,,,,,,,"Hinges; suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal"
851190,,,,,,,,,,,,,,,,,,,,,,,"Ignition or starting equipment; parts of the equipment of heading no. 8511, for use in spark-ignition or compression-ignition internal combustion engines"
842930,,,,,,,,,,,,,,,,,,,,,,,Scrapers; self-propelled
482390,,,,,,,,,,,,,,,,,,,,,,,"Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres; articles n.e.c. in heading no. 4823"
842129,,,,,,,,,,,,,,,,,,,,,,,"Machinery; for filtering or purifying liquids, n.e.c. in item no. 8421.2"
844230,,,,,,,,,,,,,,,,,,,,,,,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components"
851410,,,,,,,,,,,,,,,,,,,,,,,"Furnaces and ovens; electric, for industrial or laboratory use, resistance heated"
732189,,,,,,,,,,,,,,,,,,,,,,,"Domestic appliances; non-electric, (other than cookers and plate warmers), for solid fuel and fuels other than gas or liquid, of iron or steel"
160420,,,,,,,,,,,,,,,,,,,,,,,"Fish preparations; fish minced or in forms n.e.c. in heading no. 1604, prepared or preserved"
760519,,,,,,,,,,,,,,,,,,,,,,,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension is 7mm or less"
293359,,,,,,,,,,,,,,,,,,,,,,,"Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, (other than malonylurea and its derivatives, loprazolam, mecloqualone, methaqualone, zipeprol, and salts thereof) n.e.c. in 2933.5"
843110,,,,,,,,,,,,,,,,,,,,,,,Machinery; parts of the machinery of heading no. 8425
590390,,,,,,,,,,,,,,,,,,,,,,,"Textile fabrics; impregnated, coated, covered or laminated with plastics, (excluding polyvinyl chloride, polyurethane and those of heading no. 5902)"
160561,,,,,,,,,,,,,,,,,,,,,,,"Aquatic invertebrates; sea cucumbers, prepared or preserved"
391000,,,,,,,,,,,,,,,,,,,,,,,Silicones; in primary forms
841480,,,,,,,,,,,,,,,,,,,,,,,"Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414"
940360,,,,,,,,,,,,,,,,,,,,,,,"Furniture; wooden, other than for office, kitchen or bedroom use"
871410,,,,,,,,,,,,,,,,,,,,,,,Motorcycles (including mopeds); parts and accessories
842539,,,,,,,,,,,,,,,,,,,,,,,Winches; capstans; not powered by an electric motor
810990,,,,,,,,,,,,,,,,,,,,,,,"Zirconium; other than unwrought, n.e.c. in heading no. 8109"
811300,,,,,,,,,,,,,,,,,,,,,,,"Cermets; articles thereof, including waste and scrap"
121190,,,,,,,,,,,,,,,,,,,,,,,"Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
340213,,,,,,,,,,,,,,,,,,,,,,,"Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale"
330430,,,,,,,,,,,,,,,,,,,,,,,Cosmetic and toilet preparations; manicure or pedicure preparations
960610,,,,,,,,,,,,,,,,,,,,,,,"Press-fasteners, snap-fasteners, press-studs and parts therefor"
850680,,,,,,,,,,,,,,,,,,,,,,,"Cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)"
650610,,,,,,,,,,,,,,,,,,,,,,,"Headgear; safety, whether or not lined or trimmed"
903084,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; n.e.c. in heading no. 9030, with a recording device"
902720,,,,,,,,,,,,,,,,,,,,,,,Chromatographs and electrophoresis instruments
846692,,,,,,,,,,,,,,,,,,,,,,,"Parts & accessories suited for use solely/principally for the machines of heading no. 8465, n.e.c. in heading no. 8466"
930630,,,,,,,,,,,,,,,,,,,,,,,Ammunition; cartridges and parts thereof n.e.c. in heading no. 9306
851769,,,,,,,,,,,,,,,,,,,,,,,"Communication apparatus (excluding telephone sets or base stations); machines for the transmission or reception of voice, images or other data (including wired/wireless networks), n.e.c. in item no. 8517.6"
350610,,,,,,,,,,,,,,,,,,,,,,,"Glues or adhesives; prepared, products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1kg"
292144,,,,,,,,,,,,,,,,,,,,,,,"Amine-function compounds; aromatic monoamines and their derivatives, diphenylamine and its derivatives; salts thereof"
843410,,,,,,,,,,,,,,,,,,,,,,,Milking machines
560121,,,,,,,,,,,,,,,,,,,,,,,"Wadding; other articles thereof, of cotton"
220300,,,,,,,,,,,,,,,,,,,,,,,Beer; made from malt
842710,,,,,,,,,,,,,,,,,,,,,,,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor"
020744,,,,,,,,,,,,,,,,,,,,,,,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, fresh or chilled"
291612,,,,,,,,,,,,,,,,,,,,,,,Acids; unsaturated acyclic monocarboxylic acids; esters of acrylic acid
391990,,,,,,,,,,,,,,,,,,,,,,,"Plastics; plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive, other than in rolls of a width not exceeding 20cm"
848190,,,,,,,,,,,,,,,,,,,,,,,"Taps, cocks, valves and similar appliances; parts thereof"
843131,,,,,,,,,,,,,,,,,,,,,,,"Lifts, skip hoists or escalators; parts thereof"
853941,,,,,,,,,,,,,,,,,,,,,,,Lamps; arc-lamps
902214,,,,,,,,,,,,,,,,,,,,,,,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for medical, surgical or veterinary uses, not dental uses, excluding computed tomography apparatus"
391721,,,,,,,,,,,,,,,,,,,,,,,"Plastics; tubes, pipes and hoses thereof, rigid, of polymers of ethylene"
940429,,,,,,,,,,,,,,,,,,,,,,,"Mattresses; of other materials, not cellular rubber or plastics"
854232,,,,,,,,,,,,,,,,,,,,,,,Electronic integrated circuits; memories
850120,,,,,,,,,,,,,,,,,,,,,,,Electric motors; universal AC/DC of an output exceeding 37.5W
902680,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; for measuring or checking variables of liquids or gases (excluding pressure or the flow and level of liquids and those of heading no. 9014, 9015, 9028 and 9032)"
340319,,,,,,,,,,,,,,,,,,,,,,,"Lubricating preparations; (other than for the treatment of textile and similar materials), containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals"
020641,,,,,,,,,,,,,,,,,,,,,,,"Offal, edible; of swine, livers, frozen"
843991,,,,,,,,,,,,,,,,,,,,,,,Machinery; parts of machinery for making pulp of fibrous cellulosic material
080929,,,,,,,,,,,,,,,,,,,,,,,"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh"
400931,,,,,,,,,,,,,,,,,,,,,,,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with textile materials, without fittings"
854470,,,,,,,,,,,,,,,,,,,,,,,Insulated electric conductors; optical fibre cables
851680,,,,,,,,,,,,,,,,,,,,,,,"Resistors; electric heating, other than those of heading no. 8545"
350211,,,,,,,,,,,,,,,,,,,,,,,"Albumins; egg albumin, dried"
847740,,,,,,,,,,,,,,,,,,,,,,,"Machinery; vacuum moulding machines and other thermoforming machines, for working rubber or plastics or for the manufacture of products from these materials"
903210,,,,,,,,,,,,,,,,,,,,,,,"Regulating or controlling instruments and apparatus; automatic type, thermostats"
902920,,,,,,,,,,,,,,,,,,,,,,,Meters; speed indicators and tachometers; stroboscopes
854620,,,,,,,,,,,,,,,,,,,,,,,Electrical insulators; of ceramics
850720,,,,,,,,,,,,,,,,,,,,,,,"Electric accumulators; lead-acid, (other than for starting piston engines), including separators, whether or not rectangular (including square)"
845690,,,,,,,,,,,,,,,,,,,,,,,Machine tools; for working any material by removal of material; operated by other processes n.e.c. in heading 8456
293339,,,,,,,,,,,,,,,,,,,,,,,"Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, n.e.c. in 2933.3"
853649,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; relays, for a voltage exceeding 60 volts"
841370,,,,,,,,,,,,,,,,,,,,,,,"Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids"
