HS_2,HS_4,HS6 Code,Description,ROC Export to Japan Baseline,BC Export to Japan Baseline,AB Export to Japan Baseline,SK Export to Japan Baseline,MB Export to Japan Baseline,Western Canada Exports to Japan Baseline,Total CDN export to Japan Baseline,ROC Gain - No Export Promotion ,ROC Gain %,BC Gain - no export promotion,BC%,AB Gain - no export promotion,AB%,SK Gain - no export promotion,SK%,MB Gain - no export promotion,MB%,Western Canada Gain - no export promotion,Western Canada Gain %,Total Canada Gain - no export promotion,Total Canada Gain %,West Exports to Japan as % of total West Exports (Pre-TPP),West Exports to Japan as % of total West Exports (Post-TPP),Canada export change with China,Canada export change with EU,Canada export change with USA,Australia's export to Japan Change,Brunei's export to Japan  Change,Chile's export to Japan Change,Japan's export to Japan Change (internal trade change),Malaysia's export to Japan Change,Mexico's export to Japan Change,New Zealand's export to Japan Change,Peru's export to Japan Change,Singapore's export to Japan Change,Vietnam's export to Japan Change,China's export to Japan Change,EU's export to Japan Change,USA's export to Japan Change,ROW's export to Japan Change,Japan Rate for Canada TPP,Japan Rate for China  ,Japan Rate for EU28 ,Japan Rate for USA (OLD),Japan Rate for ROW
'15,'1517,'151790,*Preparations of animal or vegetable fats or oils,0.528261204373941,132.002765244753,0,0,0,132.002765244753,132.531026449126,0.525623765239468,99.5007320029116%,112.360358050946,85.1197002143201%,0,0%,0,0,0,0,112.360358050946,85.1197002143201%,112.885981816186,85.1770221967746%,0.223219730946221%,0.386954312547532%,1.76410728985861,185.194687478889,9785.82153367544,-0.270330349853907,0,0.0268134624179357,344.366653726625,-1792.60711957923,0.00232301028937787,18.471269398853,0,-13.5203645501015,-0.0338808366560563,19.6588758185746,154.296854595274,441.542188135063,23.6447537133686,1,1.06851106137037,1.07922534644604,1.07922534644604,1.07922534644604
'03,'0304,'030486,Frozen fillets of herring,220.748790012099,12.3209610349607,0,0,0,12.3209610349607,233.06975104706,98.5393780881877,44.6386945463152%,4.51703109265841,36.6613536057888%,0,0%,0,0,0,0,4.51703109265841,36.6613536057888%,103.056409180846,44.2169817052054%,35.6010362217725%,44.6959569698775%,0,-37.3332887088186,-0.3482225403218,0,0,0,-28.9112843727635,0,0,0,0,0,0,-0.0400468758299688,-0.399488859346036,-1.39770609267475,-7.59387550233987,1,1.10000000149012,1.10000000149012,1.10000000149012,1.10000000149012
'61,'6109,'610990,Non-cotton T-shirts,16.68577944559,81.9779240564048,0,0,0,81.9779240564048,98.6637035019948,16.9432457588808,101.543028386119%,85.057251602536,103.756288758926%,0,0%,0,0,0,0,85.057251602536,103.756288758926%,102.000497361417,103.381987236425%,2.85994034248729%,5.31832277565778%,1.34325319733998,9.71752227731272,276.527050984559,0.030674673542106,0,0,1682.36678548763,-23.5382553761942,28.1321622429198,35.6441234685813,2.60455582500566,-0.117393423259769,-11835.7888560595,3666.17355687311,41.4439211171812,10.3661181507982,1450.49419029421,1,1.09149999916554,1.09149999916554,1.09149999916554,1.09149999916554
'22,'2204,'220410,Sparkling grape wine,78.3267887134936,44.1346217025341,5.59047440594073,0,0,49.7250961084748,128.051884821968,61.8159128210622,78.9205249396532%,34.8171914518758,78.8886142188837%,4.41315392952199,78.9405980435638%,0,0,0,0,39.2303453813978,78.8944586367761%,101.04625820246,78.9104028753231%,1.69287336399097%,2.98948419949197%,-0.893084035862653,-0.0177065458738266,-0.00663659475927858,-0.113524025762672,0,-0.120826193056928,-44.0349822351709,0,-0.0290807748260704,399.967839769328,0,0,0,-0.0000205037490519366,-5.47963267547311,-0.0328504397534743,-0.0295613455928105,1,1.2303199917078,1.28790000081062,1.28790000081062,1.28790000081062
'61,'6104,'610443,Women's synthetic dresses,81.4579161300913,0.132552696940351,0,0,0,0.132552696940351,81.5904688270316,100.16153020226,122.961076050974%,0.190343453133378,143.598325441114%,0,0%,0,0,0,0,0.190343453133378,143.598325441114%,100.351873655394,122.994603534066%,0.0112907260876099%,0.0241416551540163%,0.282322814771307,266.390152864923,755.217986441812,0.0166375249009976,0,0,-19.0385757268523,-1.24088066995342,0.522694269016487,0.461176632242907,0.0566309344394895,0,-1111.39265737681,727.874977962754,9.70958850615898,-2.8526052101746,47.1729396061746,1,1.1089999973774,1.1089999973774,1.1089999973774,1.1089999973774
'07,'0713,'071320,"*Dried, shelled chickpeas",209.158415292507,9.52646865537294,44.4291956425762,341.717390047432,8.28110298330488,403.954157328686,613.112572621193,33.8521439181744,16.1849303891657%,1.5548155628217,16.3210064407737%,7.20943490284586,16.2267959133096%,55.6374792253041,16.2817230980201%,1.35089356671183,16.3129666354265%,65.7526232576835,16.2772488077607%,99.6047671758579,16.2457551229174%,0.521209406727864%,0.605766089924844%,-0.00558721103548177,-4.67636299209949,-11.8696412115644,-0.329866308742766,0,0,-26.9058139146437,0,-1.20261736739388,0,0,-0.00435150383793648,0,-0.00597792779523854,-0.0582322452233797,-2.63517229939134,-1.04897587619212,1,1.02150000073016,1.04250000044703,1.04250000044703,1.04250000044703
'56,'5602,'560210,Needleloom felt,11.0075709044943,237.367762027857,0,0,0,237.367762027857,248.375332932352,5.48901980686754,49.8658591844856%,88.6557068134652,37.349514549099%,0,0%,0,0,0,0,88.6557068134652,37.349514549099%,94.1447266203327,37.9042175842696%,70.2303268886292%,76.6350809492454%,-0.106094194965976,-0.419289692859011,-7.01161530704177,0,0,0,-30.3153577389767,0,-0.0053477953868033,0,0,0,-4.03765944286215,-15.5254953051426,-7.03196391684628,-0.331935777803636,-9.72044804669258,1,1,1.05600000172853,1.05600000172853,1.05600000172853
'62,'6201,'620113,"Men's overcoats, man-made fibres",56.4968125152609,14.8287306189299,0,0,0,14.8287306189299,71.3255431341909,70.6521680178772,125.055140055543%,19.7479888155907,133.173832090395%,0,0%,0,0,0,0,19.7479888155907,133.173832090395%,90.4001568334679,126.743033226386%,0.961717647110086%,2.16473341264954%,3.67211727244091,15.0195290325894,30.1539458871098,0.000950775025571005,0,0,88.5357083313575,-0.842512181379064,0.0804921266107714,0,0.0336889637997473,0,-1674.9448770599,571.327378932765,25.2103989696134,1.6180862731733,133.565239874013,1,1.10950000584126,1.10950000584126,1.10950000584126,1.10950000584126
'33,'3307,'330749,Room pefume,262.331667376713,52.9669898348144,0,0,0,52.9669898348144,315.298657211528,75.0874175075483,28.6230855231524%,15.0699731517527,28.4516322312269%,0,0%,0,0,0,0,15.0699731517527,28.4516322312269%,90.157390659301,28.5942831018199%,1.20566699593272%,1.53415076783881%,-0.239429939542517,-3.92012150907054,-22.3312752329855,8.85076050083922,0,0,-77.0780087478925,-27.2779474064691,-9.07474847868525,7.71390026801064,0.0000544943972711209,-0.420836328225732,1.50483053848257,16.7667143491708,-0.323794542553515,-1.31283578032162,3.05036954448587,1,1,1.03900000080466,1.03900000080466,1.03900000080466
'15,'1506,'150600,*Other animal fats,36.3528982361949,0,112.988686757306,0,0,112.988686757306,149.341584993501,23.0457698992912,63.3945875499565%,0,0,66.7773174974274,59.1008882516369%,0,0,0,0,66.7773174974274,59.1008882516369%,89.8230873967186,60.146065411471%,61.4030594935187%,71.736706421554%,-1.39414561933366,-0.641207822159375,-0.865095462941497,0,0,0,-45.5791980644822,-0.60750529200517,-1.70333469298576,76.84965629521,0,0,0,-8.88850868983968,-12.0669718739385,-2.06318693019204,-40.4046296656817,1,1.06400000303984,1.06400000303984,1.06400000303984,1.06400000303984
'03,'0302,'030213,Fresh or chilled Pacific salmon,0,1033.87833142634,0,0,0,1033.87833142634,1033.87833142634,0,0%,89.5844262837193,8.66489059308637%,0,0%,0,0,0,0,89.5844262837193,8.66489059308637%,89.5844262837193,8.66489059308637%,2.08289546328854%,2.26030759045502%,-0.456669661950277,-1.57906345179188,-21.0224034808092,-0.00563709013635672,0,0,-52.0252579235021,0,0,345.414444732613,0,0,0,0,0,-0.0800754057116109,-0.353732466969944,1,1.03500000014901,1.03500000014901,1.03500000014901,1.03500000014901
'62,'6210,'621020,"Garments in subheading 6201,11 to 6201,19",0.243801016479285,85.4053665541037,0,0,0,85.4053665541037,85.649167570583,0.255336337027253,104.73144891459%,88.0903652590786,103.143829027739%,0,0%,0,0,0,0,88.0903652590786,103.143829027739%,88.3457015961058,103.148348199999%,7.85037880931377%,14.5345721285828%,1.37774594312166,8.5987117135621,13.2896342966957,0,0,0,-496.837619843702,0,0,0,0,0,-62.9725331977259,220.873885319548,7.89088601501408,0.0395352156509623,19.5048475040387,1,1.09549999982119,1.09549999982119,1.09549999982119,1.09549999982119
'44,'4408,'440810,Sheets for veneering (incl. obtained by slicing laminated wood),18.8627639742311,240.57080073625,0,0,0,240.57080073625,259.433564710481,6.36154664270128,33.7254214249405%,81.1636822273002,33.737960707993%,0,0%,0,0,0,0,81.1636822273002,33.737960707993%,87.5252288700015,33.7370490081638%,0.13129599965721%,0.175543319753628%,-0.94037168674322,-0.184085738460976,-58.233859441407,0,0,0,-68.5665698352386,0,0,230.707934392237,0,0,-0.0313955466145543,-8.96002448105992,-0.163517407390728,-0.126024094280709,-102.195166759077,1,1.03119999915361,1.04399999976158,1.04399999976158,1.04399999976158
'03,'0305,'030541,Smoked Pacific salmon,25.081249099738,158.017959987431,0,0,0,158.017959987431,183.099209087169,12.2574465202741,48.8709572299654%,74.3585410566408,47.0570187480937%,0,0%,0,0,0,0,74.3585410566408,47.0570187480937%,86.6159875769149,47.3054952059782%,6.86889757840927%,9.8971650160649%,-0.436190537570031,-18.3251413630154,-6.10515195367117,-0.0336244941440569,0,-3.03476153107704,-29.7276605190928,0,0,19.1425068843099,0,0,-0.0382546157677766,-1.06657329830693,-2.64038988221591,-0.170047081887873,-2.81216733393057,1,1.10499999672174,1.10499999672174,1.10499999672174,1.10499999672174
'03,'0307,'030791,"Live, fresh or chilled molluscs",0,500.261330879748,0,0,0,500.261330879748,500.261330879748,0,0%,85.7916297261098,17.149362629176%,0,0%,0,0,0,0,85.7916297261098,17.149362629176%,85.7916297261098,17.149362629176%,67.2493100657814%,71.2170574275521%,-0.585395587510867,0,-3.04448752176299,0,0,-0.000865040513463811,-10.4263946977444,0,0,0.16387449244775,0,0,0,-0.00117166146063497,-0.012022947372742,-0.0000533627023822647,-2.05257218860061,1,1.07750000059605,1.07750000059605,1.07750000059605,1.07750000059605
'10,'1005,'100590,*Maize,0.802561821103586,0,168.414249970258,1.59697460831983,0,170.011224578578,170.813786399681,0.395657885955442,49.2993655506042%,0,0,82.9894394745211,49.2769700243163%,0.787295463456007,49.2991848057195%,0,0,83.776734937977,49.2771786954903%,84.1723928239325,49.2772829395518%,1.85029979520787%,2.73713325980901%,-0.00000634568832769133,-0.540789080589661,-0.320132702235135,-0.00258568331219067,0,0,-0.507539560669102,0,-0.00000315090337366097,0,-0.0134967990857149,0,0,-0.00520246731514362,-0.00580025659814964,-13.6756739476696,-2.95381836069282,1,1.16666667163372,1.16666667163372,1.16666667163372,1.16666667163372
'62,'6201,'620192,Men's cotton sweaters,25.4285471271194,38.9390705669534,0,0,0,38.9390705669534,64.3676176940728,31.7948027737254,125.035860738643%,51.7707259448191,132.953162956991%,0,0%,0,0,0,0,51.7707259448191,132.953162956991%,83.5655287185445,129.825417985354%,1.26540472773607%,2.70717988743159%,7.83447412036834,28.46418100754,241.963197668252,0.00235232676783892,0,0,-152.920350642686,-0.0357121992001921,2.53513795221994,0,0.0269830249423686,0,-498.427176772434,207.551454214059,26.1224287942059,6.42254333158166,58.099186065243,1,1.10950000584126,1.10950000584126,1.10950000584126,1.10950000584126
'03,'0304,'030481,Frozen  pacific salmon fillets,0,548.179812204908,0,0,0,548.179812204908,548.179812204908,0,0%,80.3420823428238,14.6561548882417%,0,0%,0,0,0,0,80.3420823428238,14.6561548882417%,80.3420823428238,14.6561548882417%,2.3655072180932%,2.70487117732119%,-0.0262603995518731,-1.25607817661236,-16.2286742875859,0,0,-10.2010526675731,-43.2829415854067,0,0,75.7324884090347,0,0,-0.142327416006992,-0.016215256787973,-0.0347595419485742,-0.992292347335024,-2.54702386256395,1,1.03500000014901,1.03500000014901,1.03500000014901,1.03500000014901
'16,'1603,'160300,*Meat or fish extracts,55.1898975445788,0,0,0,0,0,55.1898975445788,78.407642546199,142.068831497407%,0,0,0,0%,0,0,0,0,0,0%,78.407642546199,142.068831497407%,0%,0%,0.0000478358474262919,-0.121373244963991,-0.202897940556691,-35.8630281740352,0,0,-273.610318538922,-0.00662956845753854,-0.0137508401132984,1010.81272708684,0,0,0,-103.161451802946,-98.7473913494778,-40.7958139055595,-193.304104057515,1,1.06199999898672,1.10799999535084,1.10799999535084,1.10799999535084
'62,'6204,'620462,Women's cotton trousers,55.5012433990551,1.33638221179664,0,0,17.8016322813343,19.1380144931309,74.6392578921861,57.539685759662,103.672786834613%,1.43346463549574,107.264570183749%,0,0%,0,0,18.1438713871285,101.922515308628%,19.5773360226243,102.29554392725%,77.1170217822862,103.319652365353%,5.68963289906508%,10.5980799704927%,0.56087186557706,13.7194016739255,104.124348066122,0.0602697337994016,0,0,123.58778154687,-0.22678449990994,62.3771075598484,1.35719337801679,0.0743642358048682,0.000310703464468265,-3687.54024829883,1339.04096292809,35.103451914234,3.48890734851557,692.217050371226,1,1.09549999982119,1.09549999982119,1.09549999982119,1.09549999982119
'08,'0810,'081040,*Fresh cranberries,11.9799520377127,282.814289380784,0,0,0,282.814289380784,294.794241418497,2.87879653637554,24.0301173770407%,67.867151427863,23.9970729825769%,0,0%,0,0,0,0,67.867151427863,23.9970729825769%,70.7459479642386,23.9984158522981%,0.216125577865038%,0.267897420549686%,-0.154256027513313,-0.0618698565970988,-36.2146568659877,0,0,-1.37525479571832,-19.4527808481362,0,-2.27257825424022,1.9702420202692,0,0,0,0,-0.0257692478559193,-1.49994610319209,-0.00426031488168022,1,1.02999999932945,1.0599999986589,1.0599999986589,1.0599999986589
'09,'0909,'090921,Coriander seeds,148.569260406502,2.18296627136917,0,202.66701286774,0,204.849979139109,353.419239545611,26.3843894265308,17.7589828167281%,0.442303118036858,20.2615644519071%,0,0%,40.5387038165896,20.0026157404536%,0,0,40.9810069346264,20.005375205236%,67.3653963611572,19.0610438887731%,4.36879408126506%,5.22313715681902%,-0.17162623200813,-3.16626831926102,-20.6272378348769,0,0,0,-18.0672853966335,0,0,0,0,0,0,0,-0.263777063046575,-0.0151431034349669,-18.9315073413263,1,1,1.02999999932945,1.02999999932945,1.02999999932945
'62,'6203,'620342,Men's cotton trousers,49.8340021996132,12.6582526240145,0,0,0.359391885633919,13.0176445096484,62.8516467092616,51.3060242005416,102.953850656088%,13.9278287407722,110.029631691417%,0,0%,0,0,0.365308027321216,101.646153384032%,14.2931367680935,109.798180135428%,65.599160968635,104.371427644661%,1.48961461974617%,2.94162127250754%,0.492816844817057,6.42799567166547,135.535658964856,0.0365750187801712,0,0,-1768.30107110308,-61.1281817249922,65.3484612903294,0,0.154719617662956,0.00711508943780181,-6353.52771168882,2161.66389169073,252.388174740445,44.9844241853316,1731.12072426436,1,1.09549999982119,1.09549999982119,1.09549999982119,1.09549999982119
'04,'0408,'040819,Egg yolks,0,4.81807323427856,0,0,56.940830295374,61.7589035296525,61.7589035296525,0,0%,5.14347066723813,106.753683830385%,0,0%,0,0,58.1720968439148,102.162361423523%,63.3155675111529,102.520549900555%,63.3155675111529,102.520549900555%,4.17769675793572%,8.2638021409234%,0,-1.19698789358682,-12.2495527472207,0,0,0,-18.2217966967146,0,0,0,0,0,0,-0.0035344332734395,-0.056963990565265,-5.90665752881978,-0.18730191003101,1,1.20000000298023,1.20000000298023,1.20000000298023,1.20000000298023
'19,'1905,'190532,*Waffles and wafers,7.35698495079524,48.1539471378004,9.03050165838906,0,0,57.1844487961895,64.5414337469847,6.86489362180601,93.3112364333973%,45.0741155560976,93.60419702898%,8.46553119635548,93.7437532995885%,0,0,0,0,53.539646752453,93.6262355929549%,60.404540374259,93.5903292930506%,0.503891260752007%,0.972000121118838%,-0.000832025571327943,-3.27026593947936,-748.864902276976,0,0,0,-31.5393473143777,-0.585887802312073,0,0,0,-0.0233860875759397,-0.0150426145892943,-0.00138815002970549,-2.981069082869,-0.00243560639211893,-0.51407306712963,1,1.15000000596046,1.18000000715256,1.18000000715256,1.18000000715256
'20,'2008,'200811,*Groundnuts,59.3331035511943,0,0,0,0,0,59.3331035511943,56.7291094291547,95.6112288651936%,0,0,0,0%,0,0,0,0,0,0%,56.7291094291547,95.6112288651936%,0%,0%,-0.00321720945406545,-0.00953945270314112,-17.6114057080401,0.121587161350249,0,0,-19.7886106065707,0,0,9.95476642336597,0,-0.0122360583524426,-0.00181798603429328,-5.25877759349532,-0.00237895908614405,-0.665414351933578,-0.0199565003401858,1,1.18283332884312,1.18283332884312,1.18283332884312,1.18283332884312
'78,'7801,'780110,Unwrought lead,0,1697.6610100735,0,0,0,1697.6610100735,1697.6610100735,0,0%,53.487624669752,3.15066578971712%,0,0%,0,0,0,0,53.487624669752,3.15066578971712%,53.487624669752,3.15066578971712%,1.06861148692383%,1.10215430914916%,-0.000079866271282647,-0.000394795348540811,-34.409685292554,-6.61776304693922,0,0,-17.2963214452029,-0.00157501862012399,0,0,-0.184542699998929,0,-0.0197132282500263,-0.0319473233891756,-0.353069421062173,-0.0656589911910714,-8.58514330007165,1,1.00150160177145,1.00375400483608,1.00375400483608,1.00375400483608
'07,'0708,'070810,*Fresh or chilled peas ,19.9172962132041,96.2802036652993,0,255.432816540611,119.062924865799,470.77594507171,490.693241284914,2.27515030761274,11.4229877552578%,10.8952522121614,11.3161914883737%,0,0%,27.5098483112872,10.76989585123%,11.5772749195152,9.7236607722886%,49.9823754429638,10.617019829964%,52.2575257505765,10.6497341625771%,10.0173201659879%,10.9601127201163%,-4.45976089635169,-0.324804442413649,-0.623490596127797,0,0,0,-13.9595700354585,0,-0.0379761530587714,0,-0.885280521600635,0,0,-1.60339650971468,-0.0135260706985445,-0.0625542159163288,-0.479196251097335,1,1.02999999932945,1.02999999932945,1.02999999932945,1.02999999932945
'09,'0902,'090230,*Black fermented tea,59.0285377359367,12.5871239887654,0,0,0,12.5871239887654,71.6156617247021,42.392393093445,71.8167766294446%,9.04152368564298,71.8315295353647%,0,0%,0,0,0,0,9.04152368564298,71.8315295353647%,51.433916779088,71.8193695909775%,0.0713643003570524%,0.122571689865357%,-0.00494888399285953,-0.0661584419600416,-3.28235231514645,-0.000908712173551152,0,0,-17.7292652736069,-0.0455504554413189,0,11.3500259950429,-0.000311959391973815,-0.328597394763051,-0.0131554901186774,-0.903327098843874,-0.696963132129895,-0.642814546616137,-3.64652742135149,1,1.14499999582767,1.14499999582767,1.14499999582767,1.14499999582767
'20,'2005,'200580,*Sweetcorn,86.1064100004882,0,0,0,0,0,86.1064100004882,50.9364583647527,59.1552456599502%,0,0,0,0%,0,0,0,0,0,0%,50.9364583647527,59.1552456599502%,0%,0%,-0.000000386082896125517,-2.67607113004465,-2.12270014242131,0,0,0,-761.973139185808,0,0,2588.08108471049,0,0,-4.12630870911141,-8.5315926594094,-0.565634552484539,-100.467173931669,-117.768144282025,1,1.1245000064373,1.1245000064373,1.1245000064373,1.1245000064373
'38,'3821,'382100,Prepared culture media for micro-organisms and viruses,0.916878907154434,281.659182113125,0.651898509542708,0,0,282.311080622668,283.227959529823,0.16193101884483,17.661112888657%,48.8870721155613,17.356818176063%,0.115233002310185,17.6765248920447%,0,0,0,0,49.0023051178715,17.3575564266877%,49.1642361367163,17.3585391139816%,1.83339578564528%,2.14701786083583%,-2.26543645096049,-3.3245529684765,-35.536058816284,0.158513876034021,0,0,-17.3424471916514,0,-0.0000589038271338049,0.0707268699536403,0,-0.000922410368113802,0,-0.2080756203502,-2.73687594697913,-6.75467552283226,-0.503669685173918,1,1,1.02500000037253,1.02500000037253,1.02500000037253
'61,'6113,'611300,Garments coated or covered with plastics,0.168951178191899,52.8980672331366,0,0,0,52.8980672331366,53.0670184113285,0.155134314321132,91.8219783853334%,47.0757675085293,88.9933601941509%,0,0%,0,0,0,0,47.0757675085293,88.9933601941509%,47.2309018228504,89.0023657571232%,6.26689703191172%,11.0195727794021%,0.000170585049577242,7.89645131394067,32.9777847679892,-0.0115286961945884,0,0,-15.321756994741,0,0.433835276210857,1.38929927531446,0,0,-41.4141777157415,9.6420601432983,-0.132628457593,-0.111469055399368,0.736401788492913,1,1.06933333724737,1.08799999952316,1.08799999952316,1.08799999952316
'10,'1002,'100290,*Rye,0,0,43.5069992761114,142.368971256311,224.378272420439,410.254242952861,410.254242952861,0,0%,0,0,4.80209423598175,11.0375211250629%,15.7058266262271,11.0317764381056%,24.7536895037323,11.0321241164336%,45.2616103659412,11.0325758096161%,45.2616103659412,11.0325758096161%,2.30472232742006%,2.55500570652424%,0,-0.271529944558228,-16.9163574709578,0,0,0,-0.307128370411476,0,0,0,0,0,0,0,-8.80354149827144,-0.311371928032969,-0.235396471562098,1,1,1.04199999943376,1.04199999943376,1.04199999943376
'03,'0307,'030729,"Scallops, smoked, frozen etc.",86.9553321098763,0,0,0,0,0,86.9553321098763,44.2415328615616,50.8784588455809%,0,0,0,0%,0,0,0,0,0,0%,44.2415328615616,50.8784588455809%,0%,0%,0.466203006236128,17.6797292505689,14.3327918844452,0,0,0,-28.2370374873444,0,0,0,0,0,-0.00763755244197917,-2.21977590176903,-0.0030995530734037,0,-0.0353781170407963,1,1.1085000038147,1.1085000038147,1.1085000038147,1.1085000038147
'28,'2825,'282590,"Metal oxides, hydroxides and peroxides",0,0,0,0,724.433260569941,724.433260569941,724.433260569941,0,0%,0,0,0,0%,0,0,42.4503697653853,5.85980408077728%,42.4503697653853,5.85980408077728%,42.4503697653853,5.85980408077728%,38.5454059314991%,40.260916894571%,0,-17.067398369588,-0.038190225831696,-0.000286042078259996,0,0,-14.6934496922186,-0.0035147261941546,0,0,0,-0.00129106422009428,-0.808644695182011,-4.17145393561805,-1.81240046408129,-1.44867842481472,-0.593847065718364,1,1,1.0109999999404,1.0109999999404,1.0109999999404
'35,'3507,'350790,Enzymes and prepared enzymes,2.51966209802309,139.852540981254,0,0,0,139.852540981254,142.372203079277,0.722365141729042,28.6691275903942%,39.9347785238956,28.5549180899391%,0,0%,0,0,0,0,39.9347785238956,28.5549180899391%,40.6571436656246,28.5569393366664%,0.550954594653798%,0.70676512277833%,-0.0997778555261599,-7.41468886688319,-14.7532122371988,-0.0876465698860613,0,0,-91.909064607753,-0.0203898100987345,-0.65478740020626,161.524991811619,0,-0.167329656122661,0,-5.8939974312525,-19.0551228760669,-4.7069047442983,-4.31818411457607,1,1,1.03900000080466,1.03900000080466,1.03900000080466
'03,'0305,'030569,Salted or in brine Fish,0,101.255342702824,0,0,0,101.255342702824,101.255342702824,0,0%,39.0973017807586,38.6125815558256%,0,0%,0,0,0,0,39.0973017807586,38.6125815558256%,39.0973017807586,38.6125815558256%,85.7846154859893%,89.6580754397276%,-0.0000476584362589794,-0.0200911112155103,-0.573876501395218,0,0,0,-11.8191322986563,0,0,0,0,0,0,-0.114786664759936,0,0,-2.79433287088762,1,1.097999997437,1.097999997437,1.097999997437,1.097999997437
'15,'1515,'151511,*Crude linseed oil,0,12.5906618323805,55.8906545973224,55.4123688180555,0,123.893685247759,123.893685247759,0,0%,4.36953098799663,34.7045377452606%,17.2524492509647,30.8682182652254%,17.1618329652587,30.9711231108148%,0,0,38.7838132042201,31.3041081364732%,38.7838132042201,31.3041081364732%,11.4525332248278%,14.5942979859969%,-8.5622640836009,-0.493558323309591,-4.20563127503731,-0.890052600515386,0,-0.215010106405094,-85.5949652358359,0,0,261.127852278448,0,0,0,-0.0709964696311789,-41.8805105078743,-20.9977399518567,-8.13818577005537,1,1.05000000074506,1.05000000074506,1.05000000074506,1.05000000074506
'15,'1513,'151319,*Coconut oil,0,0,0,91.5686836634964,20.7372612608226,112.305944924319,112.305944924319,0,0%,0,0,0,0%,31.4480671486913,34.3436925054629%,7.06634527573295,34.0755955516792%,38.5144124244242,34.2941884780707%,38.5144124244242,34.2941884780707%,7.66454622770353%,9.98092133540915%,0.0124569169552488,1.49842961356089,7.16925169539945,-0.00133736175475385,0,0,-13.3531467443099,-4.38568925440632,0,4.20082897014101,0,-4.00471970342622,0.284364137904731,-0.000776407928073652,-0.0111225613377215,-0.0470463116927249,-7.7008402645879,1,1,1.04500000178814,1.04500000178814,1.04500000178814
'22,'2201,'220110,Mineral waters annot containing added sugar,18.9048019493179,529.079395499801,0,0,0,529.079395499801,547.984197449119,1.32859915329247,7.02783957670823%,36.9153634615153,6.97728238436554%,0,0%,0,0,0,0,36.9153634615153,6.97728238436554%,38.2439626148078,6.97902654726805%,14.737045050587%,15.6106808959567%,-0.642048743453852,-0.00595785952068026,-0.117030731632564,-0.00149377871980505,-0.00000678894472772029,-0.00000934054039225529,-4.18650612886995,-0.0000881153000023005,0,12.9572827117461,0,-0.0000465542333909497,0,-0.000157304880943343,-0.379889455711236,-0.153874071918835,-0.0120067540897253,1,1,1.02999999932945,1.02999999932945,1.02999999932945
'75,'7508,'750890,"Articles of nickel, n.e.s.",31.1277301062222,0,114.027452833707,0,0,114.027452833707,145.155182939929,7.73546502926778,24.8507199300136%,0,0,28.0708629459124,24.6176357081745%,0,0,0,0,28.0708629459124,24.6176357081745%,35.8063279751802,24.6676193367469%,8.13529648764221%,9.94285917901343%,0.0293859024119278,1.75334430334694,11.416134891379,-0.00951251261075115,0,0,-17.8820028332993,-0.00508683710038582,-0.0336558629435331,0,0,-0.030987390084487,-0.00102412146807929,-0.42895104656418,-0.264014533880982,-2.55935954663437,-0.50832984893168,1,1,1.02999999932945,1.02999999932945,1.02999999932945
'15,'1515,'151590,*Fixed vegetable fats and oils,27.9207273602263,59.5274743392471,43.8727801798252,62.2242417145807,103.764869344838,269.389365578491,297.310092938718,3.26514276230461,11.6943327449122%,6.95013999471533,11.6755163424312%,5.11481677479252,11.6582918926678%,7.22433062021141,11.610154533259%,12.0234558113353,11.5872124036298%,31.3127432010546,11.6236003354524%,34.5778859633592,11.6302428960885%,2.54317433595252%,2.832672295879%,-0.0386461006104222,-0.960218370389038,-7.47054141726062,-0.221362084975169,0,-0.272937521970562,-19.2066463497758,-0.819739128872243,0.160444642928269,39.1321550301563,-0.35377961003951,-0.000907854800218377,-1.94722331999856,-3.85345088199392,-4.44218904661102,-1.14248749390754,-10.5421931210221,1,1.01228909939528,1.0169415101409,1.0169415101409,1.0169415101409
'03,'0307,'030731,"Live, fresh or chilled, not smoked, mussels",1.38401675234303,169.270881240705,0,0,0,169.270881240705,170.654897993048,0.250554107611261,18.1034013632489%,29.7327510962738,17.5651895224634%,0,0%,0,0,0,0,29.7327510962738,17.5651895224634%,29.983305203885,17.5695544379315%,13.1569320450364%,15.1772542233981%,-0.0166755831088365,-0.0000452718665462371,-4.97985716615449,-0.0356810183162413,0,0,-3.75601992015709,0,0,0.615320801303575,0,0,0,0,-0.236637014920646,0,-0.0624419154671685,1,1.07000000029802,1.07000000029802,1.07000000029802,1.07000000029802
'39,'3906,'390690,Acrylic polymers,70.0272042752941,2.08003951240149,0,0,48.9689930803745,51.049032592776,121.07623686807,17.0061695501189,24.285089953418%,0.503502350129113,24.2063839233419%,0,0%,0,0,11.8848354828217,24.27012428725%,12.3883378329508,24.2675271278381%,29.3945073830698,24.2776849887557%,2.09531585035559%,2.56650472877125%,-0.186058867952795,-0.975378516629423,-13.8779650408572,0.382689708791816,0,0,-25.8194860233925,-0.0301421336424994,-0.00149576029857723,2.33958637284883,0,-12.1060228066344,-0.00104501939855273,0.136255480858381,0.365510682648164,0.719844822880987,1.2087061136699,1,1.00559999980032,1.03350000083447,1.03350000083447,1.03350000083447
